bot_port,stage,frame,p2Xcoord,p2Ycoord,p1Xcoord,p1Ycoord,p2_action,p1_action,p2_action_frame,p1_action_frame,p2_jumps_left,p1_Jumps_Left,p2_stock,p1_stock,p2_percent,p1_percent,p1jsX,p1jsY,p1csX,p1csY,p2jsX,p2jsY,p2csX,p2csY,p1A,p1B,p1X,p1Y,p1Z,p1Ldig,p1Rdig,p1Lan,p1Ran,p2A,p2B,p2X,p2Y,p2Z,p2Ldig,p2Rdig,p2Lan,p2Ran,p1_facing,p1_hitbox_1_size,p1_hitbox_1_status,p1_hitbox_1_x,p1_hitbox_1_y,p1_hitbox_2_size,p1_hitbox_2_status,p1_hitbox_2_x,p1_hitbox_2_y,p1_hitbox_3_size,p1_hitbox_3_status,p1_hitbox_3_x,p1_hitbox_3_y,p1_hitbox_4_size,p1_hitbox_4_status,p1_hitbox_4_x,p1_hitbox_4_y,p1_hitlag,p1_hitstun_frames_left,p1_iasa,p1_invulnerability_left,p1_invulnerable,p1_jumps_left,p1_moonwalkwarning,p1_off_stage,p1_on_ground,p1_prev_action,p1_shield_strength,p1_speed_air_x_self,p1_speed_ground_x_self,p1_speed_x_attack,p1_speed_y_attack,p1_speed_y_self,p2_facing,p2_hitbox_1_size,p2_hitbox_1_status,p2_hitbox_1_x,p2_hitbox_1_y,p2_hitbox_2_size,p2_hitbox_2_status,p2_hitbox_2_x,p2_hitbox_2_y,p2_hitbox_3_size,p2_hitbox_3_status,p2_hitbox_3_x,p2_hitbox_3_y,p2_hitbox_4_size,p2_hitbox_4_status,p2_hitbox_4_x,p2_hitbox_4_y,p2_hitlag,p2_hitstun_frames_left,p2_iasa,p2_invulnerability_left,p2_invulnerable,p2_moonwalkwarning,p2_off_stage,p2_on_ground,p2_prev_action,p2_shield_strength,p2_speed_air_x_self,p2_speed_ground_x_self,p2_speed_x_attack,p2_speed_y_attack,p2_speed_y_self,projectiles
None,BATTLEFIELD,-113,38.79999923706055,35.24242401123047,-38.79999923706055,35.45454788208008,323,323,1,6,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-112,38.79999923706055,35.28485107421875,-38.79999923706055,35.49697494506836,323,323,2,7,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-111,38.79999923706055,35.327274322509766,-38.79999923706055,35.539398193359375,323,323,3,8,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-110,38.79999923706055,35.36970138549805,-38.79999923706055,35.581825256347656,323,323,4,9,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-109,38.79999923706055,35.41212463378906,-38.79999923706055,35.62424850463867,323,323,5,10,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-108,38.79999923706055,35.45454788208008,-38.79999923706055,35.66667175292969,323,323,6,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-107,38.79999923706055,35.49697494506836,-38.79999923706055,35.70909881591797,323,323,7,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-106,38.79999923706055,35.539398193359375,-38.79999923706055,35.751522064208984,323,323,8,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-105,38.79999923706055,35.581825256347656,-38.79999923706055,35.793949127197266,323,323,9,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-104,38.79999923706055,35.62424850463867,-38.79999923706055,35.83637237548828,323,323,10,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-103,38.79999923706055,35.66667175292969,-38.79999923706055,35.8787956237793,323,323,11,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-102,38.79999923706055,35.70909881591797,-38.79999923706055,35.92122268676758,323,323,11,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-101,38.79999923706055,35.751522064208984,-38.79999923706055,35.963645935058594,323,323,11,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-100,38.79999923706055,35.793949127197266,-38.79999923706055,36.006072998046875,323,323,11,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-99,38.79999923706055,35.83637237548828,-38.79999923706055,36.04849624633789,323,323,11,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-98,38.79999923706055,35.8787956237793,-38.79999923706055,36.090919494628906,323,323,11,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-97,38.79999923706055,35.92122268676758,-38.79999923706055,36.13334655761719,323,323,11,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-96,38.79999923706055,35.963645935058594,-38.79999923706055,36.1757698059082,323,323,11,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-95,38.79999923706055,36.006072998046875,-38.79999923706055,36.218196868896484,323,323,11,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-94,38.79999923706055,36.04849624633789,-38.79999923706055,36.2606201171875,323,323,11,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-93,38.79999923706055,36.090919494628906,-38.79999923706055,36.303043365478516,323,323,11,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-92,38.79999923706055,36.13334655761719,-38.79999923706055,36.3454704284668,323,323,11,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-91,38.79999923706055,36.1757698059082,-38.79999923706055,36.38789367675781,323,323,11,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-90,38.79999923706055,36.218196868896484,-38.79999923706055,36.430320739746094,323,323,11,11,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-89,38.79999923706055,36.2606201171875,-38.79999923706055,36.47274398803711,323,324,11,-1,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-88,38.79999923706055,36.303043365478516,-38.79999923706055,36.430320739746094,323,324,11,-1,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-87,38.79999923706055,36.3454704284668,-38.79999923706055,36.38789367675781,323,324,11,-1,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.6500000059604645,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-86,38.79999923706055,36.38789367675781,-38.79999923706055,36.3454704284668,323,324,11,-1,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.768750011920929,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-85,38.79999923706055,36.430320739746094,-38.79999923706055,36.303043365478516,323,324,11,-1,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.9625000059604645,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,-84,38.79999923706055,36.47274398803711,-38.79999923706055,36.2606201171875,324,324,-1,-1,1,1,4,4,0,0,0.5,0.5,0.5,0.5,0.9937500059604645,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
